timestamp,activePower,currentR,currentS,currentT,voltageR,voltageS,voltageT,powerFactorR,powerFactorS,powerFactorT,hour,dayofweek,module(equipment)_1(PM-3),module(equipment)_11(우측분전반1),module(equipment)_12(4호기),module(equipment)_13(3호기),module(equipment)_14(2호기),module(equipment)_15(예비건조기),module(equipment)_16(호이스트),module(equipment)_17(6호기),module(equipment)_18(우측분전반2),module(equipment)_2(L-1전등),module(equipment)_3(분쇄기(2)),module(equipment)_4(분쇄기(1)),module(equipment)_5(좌측분전반),iforest_pred,iforest_anomaly,iforest_score,module(equipment)
2024-12-27 22:31:50,4965.85,28.83,29.84,27.36,218.1,219.2,211.8,91.82,85.82,85.02,22,4,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004880121579532715,1(PM-3)
2024-12-29 23:51:10,4852.97,28.13,28.42,28.36,218.74,213.1,211.14,88.68,91.35,95.7,23,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004468595949923271,1(PM-3)
2024-12-29 23:51:10,4852.97,28.13,28.42,28.36,218.74,213.1,211.14,88.68,91.35,95.7,23,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004468595949923271,2(L-1전등)
2024-12-30 21:31:30,1141.87,6.26,8.74,5.04,215.47,214.6,210.03,85.59,98.88,90.83,21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.00710743197253666,1(PM-3)
2024-12-30 23:36:45,3690.49,29.7,9.03,26.92,211.27,210.61,210.39,99.1,94.98,96.37,23,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0075375067777965765,1(PM-3)
2025-01-02 11:54:50,2485.59,29.38,7.87,5.45,219.08,214.24,219.89,99.95,85.43,92.29,11,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0003218860637264065,1(PM-3)
2025-01-04 01:07:35,3477.43,27.8,13.16,19.99,211.49,210.14,219.85,97.37,99.95,95.76,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004818072657897854,1(PM-3)
2025-01-04 02:06:10,2535.82,9.9,29.84,5.14,217.47,210.01,212.45,99.33,92.44,97.98,2,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0007980350206283626,1(PM-3)
2025-01-04 20:02:25,1447.25,9.8,10.48,5.23,210.11,216.41,210.23,97.01,99.11,87.3,20,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004134502429671116,1(PM-3)
2025-01-05 23:09:45,1679.41,7.25,5.24,16.69,210.24,211.96,219.51,95.02,99.9,99.29,23,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.010434068395745066,1(PM-3)
2025-01-05 23:09:45,1679.41,7.25,5.24,16.69,210.24,211.96,219.51,95.02,99.9,99.29,23,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.010434068395745066,4(분쇄기(1))
2025-01-06 23:21:45,1831.31,15.32,9.99,6.62,219.75,210.26,211.83,90.61,98.36,86.45,23,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0027107572304367333,1(PM-3)
2025-01-08 04:31:25,4836.46,28.69,27.5,29.82,210.16,210.71,211.65,98.23,89.11,95.6,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0031977283849085603,1(PM-3)
2025-01-12 03:09:05,3762.04,29.14,29.56,6.91,210.09,219.89,215.04,94.36,99.62,90.45,3,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.009118049525384808,1(PM-3)
2025-01-12 05:02:10,4843.92,28.44,29.15,27.87,212.56,210.22,215.01,98.06,98.1,97.31,5,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.009767229693482371,1(PM-3)
2025-01-12 22:59:50,4956.41,29.37,28.66,28.8,210.19,217.5,214.53,92.11,86.22,96.98,22,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.007604190910127262,1(PM-3)
2025-01-15 21:54:10,1327.32,6.99,8.18,8.08,211.8,218.73,211.26,85.08,96.93,85.17,21,2,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0016793712209848821,1(PM-3)
2025-01-16 02:01:30,3738.58,26.61,9.23,29.54,219.92,210.86,210.53,97.42,99.24,87.99,2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.006538260126002948,1(PM-3)
2025-01-17 00:07:05,1426.16,12.07,7.08,5.48,218.4,212.73,219.78,85.59,89.28,88.67,0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004746293874787699,1(PM-3)
2025-01-18 00:46:20,4599.54,27.08,25.4,29.03,211.83,213.04,210.14,94.79,91.92,89.15,0,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0013552907526795388,1(PM-3)
2025-01-25 02:11:45,4726.76,28.85,25.4,27.8,212.1,219.96,216.47,86.88,95.28,99.54,2,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.007788611184348315,1(PM-3)
2025-01-25 03:25:35,3826.12,29.45,15.97,20.11,219.33,219.34,217.99,97.45,99.86,87.97,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.000829406491189677,1(PM-3)
2025-01-25 23:26:00,1592.11,7.05,5.84,15.13,210.78,219.52,211.68,96.79,93.94,99.86,23,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0030611139151645594,1(PM-3)
2025-01-26 14:54:15,1143.56,5.48,9.08,5.33,212.51,219.1,212.63,87.84,99.7,99.93,14,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.009317249305765662,1(PM-3)
2025-01-27 23:07:25,1551.71,5.68,16.45,5.12,218.9,212.53,210.52,99.87,89.05,98.64,23,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.010099401128530416,1(PM-3)
2025-01-28 03:51:45,3667.52,5.12,29.77,29.8,217.22,210.28,214.18,87.07,97.71,99.77,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.002479782166786515,1(PM-3)
2025-01-29 19:05:30,4675.12,29.16,29.37,24.49,212.17,210.49,210.87,86.38,94.41,98.9,19,2,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0014241698588847718,1(PM-3)
2025-01-30 01:50:05,1147.92,7.68,6.84,5.86,211.64,210.35,211.84,91.74,94.42,86.37,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.00666505889100627,1(PM-3)
2025-01-31 23:57:35,1181.97,8.16,6.94,5.24,219.03,216.64,217.8,90.11,99.84,96.22,23,4,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0026802016460764633,1(PM-3)
2025-02-02 16:01:45,4604.91,24.58,29.05,27.45,216.58,210.34,212.6,85.38,86.8,92.32,16,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0001002685119068647,1(PM-3)
2025-02-02 16:07:40,1235.1,8.53,7.15,6.09,210.91,211.03,217.38,96.08,85.72,86.39,16,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.005926264047056373,1(PM-3)
2025-02-03 00:49:10,1552.42,7.9,6.57,13.15,210.82,212.14,210.04,85.48,91.04,92.45,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0033003170034056617,1(PM-3)
2025-02-03 19:20:35,4597.36,27.59,29.95,22.79,213.31,219.07,210.35,98.2,99.71,99.73,19,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.01231413010522947,1(PM-3)
2025-02-08 00:27:35,2050.74,24.81,6.06,5.06,213.83,210.0,219.78,98.94,88.94,91.22,0,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.010988829092347385,1(PM-3)
2025-02-10 04:46:15,1695.72,5.75,15.73,8.59,215.47,210.01,211.72,85.05,85.28,98.32,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.005272065529049297,1(PM-3)
2025-02-10 06:15:45,4369.13,27.91,17.39,29.88,218.72,219.0,216.61,99.43,87.31,85.45,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.002007105255653785,1(PM-3)
2025-02-16 01:57:15,3676.45,29.57,28.67,6.08,210.98,217.36,216.78,98.31,88.42,98.83,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0005974243167531368,1(PM-3)
2025-02-16 12:34:35,1937.35,5.7,22.86,5.27,211.11,216.72,210.36,86.26,87.93,99.41,12,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004492598876490728,1(PM-3)
2025-02-17 07:02:30,4442.63,26.96,27.09,24.8,212.81,210.66,210.28,97.99,86.31,87.67,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0035186563163449036,1(PM-3)
2025-02-21 00:20:40,1312.84,8.45,8.82,5.31,218.87,217.58,217.72,85.29,94.37,85.65,0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0012664939333439373,1(PM-3)
2025-02-22 02:03:45,981.26,5.01,6.19,6.13,211.72,214.19,210.9,93.38,88.47,93.95,2,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004222251518397557,1(PM-3)
2025-02-23 01:23:45,1381.65,6.58,9.32,8.18,219.27,216.15,210.68,90.01,86.52,85.11,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.006017150320409781,1(PM-3)
2025-02-23 03:45:50,1525.99,5.27,6.47,15.13,210.27,213.3,213.82,88.69,85.67,88.4,3,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.002655630790090513,1(PM-3)
2025-02-25 02:32:30,4599.19,27.58,27.59,24.87,219.88,212.2,214.21,85.55,85.67,98.31,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.01093791009775652,1(PM-3)
2025-02-28 00:15:05,1277.41,7.67,5.59,9.09,214.64,210.34,216.28,99.82,87.63,86.25,0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004606562457971697,1(PM-3)
2025-03-02 04:02:10,4786.42,26.6,28.84,27.22,212.07,219.59,219.51,88.11,99.47,89.3,4,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.008522060928120079,1(PM-3)
2025-03-02 22:30:15,1356.03,6.13,5.39,12.06,210.74,211.94,219.86,99.54,97.32,94.86,22,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.00295081126324509,1(PM-3)
2025-03-06 03:48:15,1195.33,5.26,7.75,7.69,210.08,219.23,218.36,87.83,85.02,90.21,3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.003930244091620627,1(PM-3)
2025-03-07 01:19:50,2542.42,8.65,6.33,29.96,218.66,210.38,210.62,94.12,92.43,99.53,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0034339620770419965,1(PM-3)
2025-03-08 00:59:00,2471.03,27.16,5.64,9.66,218.3,218.45,217.91,98.85,98.29,99.32,0,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0007028475889409025,1(PM-3)
2025-03-09 03:00:55,3976.33,22.34,19.97,25.56,219.66,219.45,219.95,86.02,99.93,95.93,3,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004862252517611243,1(PM-3)
2025-03-09 13:13:35,4784.77,29.63,23.73,29.41,218.92,210.39,219.73,86.83,88.26,92.55,13,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.011130068057179032,1(PM-3)
2025-03-10 00:35:35,4863.32,29.84,29.17,25.88,211.97,219.96,212.36,85.34,95.84,93.71,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.022194268753145507,1(PM-3)
2025-03-10 20:34:10,1157.6,7.69,6.68,5.59,218.63,219.29,213.97,93.31,89.23,86.24,20,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.006958939158024535,1(PM-3)
2025-03-16 01:54:40,3095.74,8.23,25.2,19.52,219.58,219.86,218.19,99.94,86.11,86.15,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.00696201036696481,1(PM-3)
2025-03-22 15:23:35,1442.82,11.35,6.97,6.91,219.04,210.45,210.78,86.76,86.86,89.4,15,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0028636304969526516,1(PM-3)
2025-03-22 22:00:25,2674.38,29.52,11.39,5.29,217.47,219.17,210.26,85.48,95.14,99.83,22,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0012511577526493345,1(PM-3)
2025-03-24 11:35:05,4776.13,29.87,23.12,29.86,218.54,218.63,211.86,99.03,92.37,98.37,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0003994391393796204,1(PM-3)
2025-03-28 23:03:10,3333.37,21.57,5.83,29.61,219.24,217.87,219.61,97.83,99.77,97.13,23,4,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.001245028485773736,1(PM-3)
2025-03-29 00:26:45,1445.92,5.89,5.46,13.94,219.13,210.56,213.79,87.0,98.2,92.11,0,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004845611227111635,1(PM-3)
2025-03-29 00:26:45,1445.92,5.89,5.46,13.94,219.13,210.56,213.79,87.0,98.2,92.11,0,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004845611227111635,3(분쇄기(2))
2025-03-29 08:05:00,1138.29,8.07,5.9,5.98,216.01,211.19,214.15,87.46,85.13,89.46,8,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.003081467163513707,1(PM-3)
2025-03-29 20:57:20,4394.33,27.98,29.75,20.41,210.63,211.68,210.16,86.63,91.39,96.34,20,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0021585211299641194,1(PM-3)
2025-03-31 02:38:20,1596.38,5.6,5.12,17.04,212.7,219.73,215.33,98.19,88.1,89.64,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004317056229257321,1(PM-3)
2025-04-02 05:01:55,1121.19,6.96,5.4,7.55,211.86,210.05,211.55,87.77,94.8,90.76,5,2,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.002755428384013714,1(PM-3)
2025-04-03 22:40:20,4739.91,29.72,22.94,29.23,219.53,213.17,217.66,85.76,95.16,99.48,22,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.014480622822344691,1(PM-3)
2025-04-03 22:47:05,4922.2,27.13,29.74,27.44,218.54,219.43,218.79,93.89,90.29,99.19,22,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0027643788270075853,1(PM-3)
2025-04-03 22:47:05,4922.2,27.13,29.74,27.44,218.54,219.43,218.79,93.89,90.29,99.19,22,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0027643788270075853,16(호이스트)
2025-04-03 22:56:20,1931.27,19.04,9.13,5.3,219.17,210.14,217.38,85.4,86.45,99.35,22,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.008198047980683298,1(PM-3)
2025-04-05 21:59:35,4508.43,21.98,29.65,27.92,210.52,211.28,215.5,98.57,96.36,99.97,21,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004736218239998646,1(PM-3)
2025-04-06 07:21:20,5102.97,28.0,29.77,29.82,219.51,217.09,218.95,90.76,95.41,99.43,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.010038553875847234,1(PM-3)
2025-04-06 20:20:05,4863.8,27.52,27.04,29.56,211.55,219.02,219.73,87.39,99.91,85.67,20,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.01194386667409647,1(PM-3)
2025-04-06 21:35:20,4563.28,28.39,29.44,20.37,218.66,218.97,218.94,85.74,91.31,91.22,21,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.011306374871791036,1(PM-3)
2025-04-06 22:20:40,2015.47,13.43,15.9,5.43,219.54,218.21,210.09,99.81,90.32,85.68,22,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.005982754080123331,1(PM-3)
2025-04-06 23:58:30,4525.66,27.75,22.01,29.86,212.18,215.84,212.02,99.27,88.08,85.33,23,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.007101190923819056,1(PM-3)
2025-04-07 02:47:30,3421.4,5.51,23.9,29.26,219.71,217.83,219.16,99.64,95.17,99.29,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0067640889686398364,1(PM-3)
2025-04-08 01:31:20,3912.38,28.83,9.69,29.91,219.64,211.24,210.34,86.17,98.33,91.44,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.011971432705953633,1(PM-3)
2025-04-08 19:23:05,1181.32,5.13,7.36,8.31,218.4,211.69,210.85,87.13,85.01,85.45,19,1,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.008593136451861383,1(PM-3)
2025-04-08 21:01:00,1441.9,7.25,11.89,5.95,212.34,219.27,211.73,86.09,93.36,99.65,21,1,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0014021281860446266,1(PM-3)
2025-04-09 00:57:30,1211.59,7.22,8.1,5.83,211.22,219.88,212.17,90.97,95.77,98.11,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0074844038728487106,1(PM-3)
2025-04-09 00:57:30,1211.59,7.22,8.1,5.83,211.22,219.88,212.17,90.97,95.77,98.11,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0074844038728487106,12(4호기)
2025-04-12 06:41:45,1018.59,7.04,5.41,5.47,213.89,215.22,210.1,98.97,99.73,86.15,6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.01293694628204195,1(PM-3)
2025-04-13 03:57:40,1231.98,9.13,5.79,6.87,213.63,211.63,210.04,86.51,99.08,99.55,3,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.014039410298945787,1(PM-3)
2025-04-14 00:45:00,1857.47,17.76,7.06,7.22,219.5,215.65,214.1,99.72,99.98,98.17,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.008553279827426763,1(PM-3)
2025-04-15 05:42:50,1176.72,8.85,5.07,6.94,211.15,211.46,212.29,85.72,88.9,99.62,5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.017377973035622885,1(PM-3)
2025-04-19 01:20:15,4665.52,22.7,28.64,29.74,219.06,211.18,217.75,98.45,98.41,96.6,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.011723870284452709,1(PM-3)
2025-04-19 01:20:15,4665.52,22.7,28.64,29.74,219.06,211.18,217.75,98.45,98.41,96.6,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.011723870284452709,12(4호기)
2025-04-19 22:37:05,4403.97,29.66,19.8,27.67,211.96,219.97,212.23,99.55,87.79,89.31,22,5,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.00020392882871123064,1(PM-3)
2025-04-22 00:34:35,2151.77,26.14,5.78,5.0,219.68,217.75,213.42,99.46,99.04,97.51,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.010050732592920275,1(PM-3)
2025-04-22 20:26:35,1332.27,5.28,6.39,11.93,211.94,213.08,210.92,86.54,97.16,99.65,20,1,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.000867813159690034,1(PM-3)
2025-04-24 09:25:10,1626.48,5.15,17.56,6.32,210.13,210.02,210.34,86.81,87.34,98.35,9,3,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.008111658543673295,1(PM-3)
2025-04-25 20:10:10,4955.73,29.67,26.13,29.41,218.95,216.74,218.48,85.21,93.75,88.34,20,4,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0046650682235060414,1(PM-3)
2025-04-27 01:11:20,2259.99,5.02,5.01,28.92,219.3,219.87,216.83,89.15,99.29,89.88,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0037995939794132627,1(PM-3)
2025-04-27 19:54:40,1471.53,11.12,6.87,7.25,217.21,219.7,219.94,96.64,91.18,99.35,19,6,True,False,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.001176264799060689,1(PM-3)
2024-12-03 17:27:30,5020.63,27.46,29.53,29.96,210.84,219.36,218.96,99.32,98.68,95.18,17,1,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.01003953646523964,11(우측분전반1)
2024-12-05 17:48:25,4760.87,27.72,26.25,29.81,213.82,210.27,214.92,88.43,86.14,85.29,17,3,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0009216796084324241,11(우측분전반1)
2024-12-07 04:02:50,1588.29,7.9,12.39,7.18,211.66,219.5,217.94,99.27,85.6,87.08,4,5,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0013890593171883014,11(우측분전반1)
2024-12-08 21:02:05,4276.48,29.52,29.26,15.85,219.27,210.56,214.81,85.13,89.35,88.66,21,6,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.007202559780382367,11(우측분전반1)
2024-12-09 02:26:10,1089.88,7.15,6.32,5.49,215.18,218.25,213.22,98.91,91.13,95.17,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.001614793963652661,11(우측분전반1)
2024-12-11 00:32:40,1874.04,5.82,15.42,11.42,219.48,210.82,218.83,87.59,86.09,99.89,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004369434344867751,11(우측분전반1)
2024-12-11 01:06:55,4861.18,27.48,28.96,29.85,210.94,212.26,210.6,98.77,94.96,93.49,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0024564264624040155,11(우측분전반1)
2024-12-11 15:26:30,1293.01,8.13,6.36,8.01,219.88,216.33,210.14,95.33,85.09,99.29,15,2,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.005004111654862753,11(우측분전반1)
2024-12-12 01:35:35,1173.87,9.46,5.04,5.99,212.29,213.77,219.69,87.46,87.1,87.96,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0021002543579719535,11(우측분전반1)
2024-12-12 23:07:40,4886.08,28.86,26.93,29.58,216.76,212.78,214.25,85.69,98.78,96.04,23,3,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.003228101642407777,11(우측분전반1)
2024-12-15 14:58:40,1293.09,7.35,5.02,9.88,216.5,216.35,219.8,98.74,99.1,98.28,14,6,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0008952556462303307,11(우측분전반1)
2024-12-16 00:18:35,4620.1,21.65,29.17,29.53,211.21,215.0,219.5,92.98,87.15,99.69,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0009249629972397089,11(우측분전반1)
2024-12-17 21:49:30,4762.91,28.62,24.37,29.59,219.38,219.44,210.71,85.79,89.39,88.77,21,1,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.012113255523701627,11(우측분전반1)
2024-12-20 10:19:25,4689.68,29.56,26.86,26.69,213.81,210.51,210.29,85.6,85.58,98.98,10,4,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.015293722884653638,11(우측분전반1)
2024-12-23 00:09:00,4676.07,25.44,27.34,29.18,217.93,213.32,211.09,88.21,85.06,86.23,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.004811712608281116,11(우측분전반1)
2024-12-23 05:46:05,1489.23,6.37,5.98,13.8,213.89,219.96,210.68,98.06,99.72,98.84,5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,1,-0.0033185718236017903,11(우측분전반1)
